N1_후보풀_전량랭킹_방법검증_최종아님
rank,word,reading,편중도,상위장르,일반빈도zipf,tanos_tag,note
1677,感度,かんど,-1.001,논설·행정,3.86,N1,논설·행정20회/8문서(z-1.00); 일반빈도낮음→장르부상
1678,切り,きり,-1.007,문학,4.48,N1,문학18회/3문서(z-1.01) 논설·행정17회/10문서(z-1.27)
1679,反感,はんかん,-1.009,학술,3.43,N1,학술3회/3문서(z-1.01); 일반빈도낮음→장르부상
1680,期,き,-1.011,행정백서,5.11,N1,행정백서295회/27문서(z-1.01) 논설·행정857회/24문서(z-1.08) 학술101회/44문서(z-1.93) 법률47회/6문서(z-2.50)
1681,模範,もはん,-1.016,논설·행정,3.58,N1,논설·행정11회/8문서(z-1.02) 학술3회/3문서(z-1.25); 일반빈도낮음→장르부상
1682,潮,しお,-1.017,문학,4.01,N1,문학6회/3문서(z-1.02)
1683,共働き,ともばたらき,-1.019,행정백서,3.22,N1,행정백서33회/13문서(z-1.02) 논설·행정29회/11문서(z-1.89); 일반빈도낮음→장르부상
1684,郷里,きょうり,-1.021,문학,2.63,N1,문학10회/2문서(z-1.02); 일반빈도낮음→장르부상
1685,守備,しゅび,-1.029,논설·행정,4.0,N1,논설·행정8회/5문서(z-1.03)
1686,振り,ふり,-1.03,논설·행정,4.42,N1,논설·행정21회/10문서(z-1.03) 문학8회/3문서(z-1.51)
1687,憎しみ,にくしみ,-1.038,문학,3.72,N1,문학3회/2문서(z-1.04); 일반빈도낮음→장르부상
1688,布告,ふこく,-1.054,논설·행정,3.59,N1,논설·행정3회/2문서(z-1.05); 일반빈도낮음→장르부상
1689,募金,ぼきん,-1.062,논설·행정,3.79,N1,논설·행정8회/5문서(z-1.06); 일반빈도낮음→장르부상
1690,降伏,こうふく,-1.062,학술,4.02,N1,학술3회/3문서(z-1.06) 논설·행정3회/2문서(z-1.73)
1691,風俗,ふうぞく,-1.064,법률,4.41,N1,법률9회/4문서(z-1.06) 논설·행정12회/7문서(z-1.39)
1692,兵士,へいし,-1.065,논설·행정,4.35,N1,논설·행정17회/11문서(z-1.06) 학술6회/4문서(z-1.11)
1693,尿,にょう,-1.076,학술,4.03,N1,학술3회/3문서(z-1.08) 문학3회/2문서(z-1.57)
1694,代弁,だいべん,-1.081,논설·행정,3.43,N1,논설·행정22회/12문서(z-1.08); 일반빈도낮음→장르부상
1695,同意,どうい,-1.089,논설·행정,4.54,N1,논설·행정519회/24문서(z-1.09) 법률185회/13문서(z-1.26) 학술35회/12문서(z-2.36) 행정백서9회/3문서(z-3.31) 문학3회/3문서(z-4.68)
1696,墓地,ぼち,-1.092,문학,3.91,N1,문학11회/3문서(z-1.09) 논설·행정5회/3문서(z-1.84); 일반빈도낮음→장르부상
1697,尻尾,しっぽ,-1.103,문학,3.98,N1,문학5회/4문서(z-1.10); 일반빈도낮음→장르부상
1698,後退,こうたい,-1.105,논설·행정,3.96,N1,논설·행정113회/21문서(z-1.10) 행정백서28회/11문서(z-1.29) 학술11회/9문서(z-2.10); 일반빈도낮음→장르부상
1699,漢語,かんご,-1.109,학술,2.74,N1,학술9회/8문서(z-1.11); 일반빈도낮음→장르부상
1700,系,けい,-1.11,학술,5.64,N1,학술117회/15문서(z-1.11)
1701,一面,いちめん,-1.129,논설·행정,5.0,N1,논설·행정69회/19문서(z-1.13) 문학25회/4문서(z-1.65) 학술3회/3문서(z-2.72)
1702,灰,はい,-1.13,논설·행정,4.03,N1,논설·행정93회/10문서(z-1.13)
1703,火傷,やけど,-1.132,논설·행정,3.64,N1,논설·행정3회/2문서(z-1.13); 일반빈도낮음→장르부상
1704,装飾,そうしょく,-1.133,논설·행정,4.01,N1,논설·행정7회/3문서(z-1.13) 문학3회/3문서(z-1.53)
1705,態勢,たいせい,-1.143,논설·행정,3.73,N1,논설·행정102회/19문서(z-1.14); 일반빈도낮음→장르부상
1706,転回,てんかい,-1.149,학술,2.69,N1,학술10회/8문서(z-1.15); 일반빈도낮음→장르부상
1707,伝来,でんらい,-1.151,논설·행정,2.85,N1,논설·행정5회/5문서(z-1.15); 일반빈도낮음→장르부상
1708,無断,むだん,-1.152,논설·행정,4.08,N1,논설·행정8회/4문서(z-1.15)
1709,夜中,よなか,-1.157,논설·행정,4.17,N1,논설·행정36회/11문서(z-1.16) 문학8회/3문서(z-2.05)
1710,絶望,ぜつぼう,-1.159,논설·행정,4.46,N1,논설·행정19회/11문서(z-1.16) 문학3회/2문서(z-2.30)
1711,誇張,こちょう,-1.159,문학,3.42,N1,문학4회/2문서(z-1.16); 일반빈도낮음→장르부상
1712,私有,しゆう,-1.16,학술,2.8,N1,학술14회/4문서(z-1.16) 논설·행정10회/6문서(z-2.04); 일반빈도낮음→장르부상
1713,恐れ,おそれ,-1.161,논설·행정,4.51,N1,논설·행정555회/24문서(z-1.16) 법률219회/11문서(z-1.26) 행정백서10회/9문서(z-3.36) 학술7회/6문서(z-3.67) 문학9회/3문서(z-4.00)
1714,片付け,かたづけ,-1.169,논설·행정,4.3,N1,논설·행정13회/7문서(z-1.17)
1715,語句,ごく,-1.175,학술,3.34,N1,학술5회/3문서(z-1.17); 일반빈도낮음→장르부상
1716,命中,めいちゅう,-1.179,논설·행정,3.67,N1,논설·행정3회/2문서(z-1.18); 일반빈도낮음→장르부상
1717,浪費,ろうひ,-1.182,논설·행정,3.6,N1,논설·행정9회/7문서(z-1.18); 일반빈도낮음→장르부상
1718,封鎖,ふうさ,-1.203,논설·행정,3.84,N1,논설·행정12회/5문서(z-1.20); 일반빈도낮음→장르부상
1719,並列,へいれつ,-1.204,학술,3.42,N1,학술15회/6문서(z-1.20) 논설·행정5회/5문서(z-2.60); 일반빈도낮음→장르부상
1720,断面,だんめん,-1.204,논설·행정,3.58,N1,논설·행정10회/5문서(z-1.20); 일반빈도낮음→장르부상
1721,映像,えいぞう,-1.206,논설·행정,5.07,N1,논설·행정72회/17문서(z-1.21) 법률26회/6문서(z-1.37) 학술9회/6문서(z-2.03) 행정백서3회/2문서(z-2.77)
1722,仕様,しよう,-1.21,논설·행정,4.77,N1,논설·행정221회/21문서(z-1.21) 문학13회/3문서(z-3.09)
1723,取り分,とりぶん,-1.218,논설·행정,3.32,N1,논설·행정6회/4문서(z-1.22); 일반빈도낮음→장르부상
1724,海運,かいうん,-1.22,논설·행정,3.09,N1,논설·행정37회/13문서(z-1.22); 일반빈도낮음→장르부상
1725,多様,たよう,-1.221,행정백서,4.39,N1,행정백서368회/25문서(z-1.22) 논설·행정1044회/24문서(z-1.28) 학술312회/47문서(z-1.47)
1726,航海,こうかい,-1.223,학술,3.98,N1,학술15회/8문서(z-1.22) 논설·행정15회/7문서(z-1.87); 일반빈도낮음→장르부상
1727,対話,たいわ,-1.233,논설·행정,4.01,N1,논설·행정428회/24문서(z-1.23) 학술32회/13문서(z-2.44)
1728,盛大,せいだい,-1.241,논설·행정,3.71,N1,논설·행정3회/2문서(z-1.24); 일반빈도낮음→장르부상
1729,無茶,むちゃ,-1.254,논설·행정,3.94,N1,논설·행정5회/4문서(z-1.25); 일반빈도낮음→장르부상
1730,幕,まく,-1.261,논설·행정,4.15,N1,논설·행정8회/3문서(z-1.26)
1731,日の丸,ひのまる,-1.261,논설·행정,3.39,N1,논설·행정8회/5문서(z-1.26) 문학3회/3문서(z-1.77); 일반빈도낮음→장르부상
1732,本館,ほんかん,-1.263,논설·행정,3.28,N1,논설·행정9회/4문서(z-1.26); 일반빈도낮음→장르부상
1733,故,こ,-1.267,논설·행정,4.02,N1,논설·행정148회/24문서(z-1.27) 학술54회/25문서(z-1.31) 문학22회/4문서(z-2.47) 법률4회/3문서(z-3.17)
1734,背後,はいご,-1.267,학술,4.03,N1,학술24회/20문서(z-1.27) 논설·행정29회/12문서(z-1.79) 문학6회/2문서(z-2.79)
1735,天,てん,-1.277,논설·행정,4.8,N1,논설·행정35회/13문서(z-1.28) 문학15회/5문서(z-1.69) 학술6회/3문서(z-1.87)
1736,起点,きてん,-1.28,논설·행정,3.4,N1,논설·행정33회/10문서(z-1.28) 학술10회/5문서(z-1.46) 행정백서5회/5문서(z-1.87); 일반빈도낮음→장르부상
1737,原文,げんぶん,-1.289,논설·행정,3.49,N1,논설·행정3회/3문서(z-1.29); 일반빈도낮음→장르부상
1738,送金,そうきん,-1.294,논설·행정,3.68,N1,논설·행정10회/7문서(z-1.29) 문학3회/2문서(z-1.97); 일반빈도낮음→장르부상
1739,貴族,きぞく,-1.3,학술,4.12,N1,학술24회/4문서(z-1.30)
1740,味覚,みかく,-1.308,논설·행정,3.61,N1,논설·행정8회/3문서(z-1.31); 일반빈도낮음→장르부상
1741,日向,ひなた,-1.309,문학,3.97,N1,문학5회/3문서(z-1.31); 일반빈도낮음→장르부상
1742,短大,たんだい,-1.31,논설·행정,3.35,N1,논설·행정14회/9문서(z-1.31); 일반빈도낮음→장르부상
1743,購読,こうどく,-1.311,논설·행정,3.88,N1,논설·행정4회/2문서(z-1.31); 일반빈도낮음→장르부상
1744,特集,とくしゅう,-1.318,학술,4.54,N1,학술7회/5문서(z-1.32) 논설·행정15회/7문서(z-1.45)
1745,行,こう,-1.324,논설·행정,4.65,N1,논설·행정90회/20문서(z-1.32) 문학9회/5문서(z-2.82)
1746,統治,とうち,-1.325,학술,4.05,N1,학술58회/16문서(z-1.32) 논설·행정82회/23문서(z-1.73) 법률3회/3문서(z-3.42)
1747,時差,じさ,-1.327,행정백서,3.57,N1,행정백서19회/8문서(z-1.33) 논설·행정11회/6문서(z-2.45); 일반빈도낮음→장르부상
1748,難い,がたい,-1.331,논설·행정,3.93,N1,논설·행정5회/3문서(z-1.33); 일반빈도낮음→장르부상
1749,並み,なみ,-1.337,논설·행정,4.14,N1,논설·행정7회/3문서(z-1.34) 문학3회/2문서(z-1.76)
1750,誘惑,ゆうわく,-1.337,논설·행정,4.14,N1,논설·행정7회/3문서(z-1.34)
1751,源,みなもと,-1.339,논설·행정,4.5,N1,논설·행정16회/8문서(z-1.34) 문학12회/3문서(z-1.34) 학술6회/3문서(z-1.36)
1752,修行,しゅぎょう,-1.342,문학,4.2,N1,문학6회/3문서(z-1.34) 논설·행정3회/3문서(z-2.00)
1753,神聖,しんせい,-1.343,학술,3.96,N1,학술4회/4문서(z-1.34); 일반빈도낮음→장르부상
1754,照合,しょうごう,-1.356,논설·행정,3.19,N1,논설·행정11회/8문서(z-1.36); 일반빈도낮음→장르부상
1755,重宝,ちょうほう,-1.36,논설·행정,3.63,N1,논설·행정4회/3문서(z-1.36); 일반빈도낮음→장르부상
1756,脱出,だっしゅつ,-1.361,논설·행정,4.39,N1,논설·행정12회/6문서(z-1.36) 학술4회/2문서(z-1.47)
1757,相対,そうたい,-1.369,행정백서,4.01,N1,행정백서155회/32문서(z-1.37) 학술176회/41문서(z-1.39) 논설·행정142회/23문서(z-2.18)
1758,読者,どくしゃ,-1.375,학술,4.33,N1,학술4회/3문서(z-1.37) 논설·행정6회/3문서(z-1.74)
1759,銃,じゅう,-1.376,논설·행정,4.7,N1,논설·행정24회/7문서(z-1.38) 문학3회/2문서(z-2.71)
1760,飽和,ほうわ,-1.378,학술,3.46,N1,학술32회/5문서(z-1.38) 논설·행정11회/7문서(z-2.74); 일반빈도낮음→장르부상
1761,乗り換え,のりかえ,-1.38,논설·행정,4.1,N1,논설·행정6회/6문서(z-1.38)
1762,連中,れんちゅう,-1.383,문학,4.7,N1,문학18회/4문서(z-1.38) 논설·행정10회/4문서(z-1.97)
1763,走行,そうこう,-1.386,논설·행정,4.32,N1,논설·행정76회/19문서(z-1.39) 학술4회/3문서(z-2.86)
1764,黄金,おうごん,-1.395,학술,4.21,N1,학술4회/4문서(z-1.39) 문학3회/2문서(z-2.10)
1765,当て,あて,-1.399,논설·행정,4.51,N1,논설·행정15회/11문서(z-1.40) 문학10회/4문서(z-1.50)
1766,雷,かみなり,-1.399,학술,4.22,N1,학술3회/3문서(z-1.40)
1767,扉,とびら,-1.414,논설·행정,4.49,N1,논설·행정14회/9문서(z-1.41) 문학5회/3문서(z-1.98)
1768,退治,たいじ,-1.42,논설·행정,3.95,N1,논설·행정4회/4문서(z-1.42); 일반빈도낮음→장르부상
1769,高尚,こうしょう,-1.421,문학,2.85,N1,문학7회/3문서(z-1.42); 일반빈도낮음→장르부상
1770,過多,かた,-1.434,논설·행정,3.26,N1,논설·행정8회/3문서(z-1.43); 일반빈도낮음→장르부상
1771,信者,しんじゃ,-1.447,논설·행정,4.07,N1,논설·행정10회/4문서(z-1.45)
1772,内乱,ないらん,-1.451,학술,3.05,N1,학술3회/3문서(z-1.45) 논설·행정6회/3문서(z-1.61); 일반빈도낮음→장르부상
1773,公認,こうにん,-1.455,논설·행정,4.13,N1,논설·행정72회/17문서(z-1.46) 학술4회/2문서(z-2.90)
1774,劇団,げきだん,-1.459,논설·행정,3.85,N1,논설·행정3회/2문서(z-1.46); 일반빈도낮음→장르부상
1775,特産,とくさん,-1.461,논설·행정,3.54,N1,논설·행정19회/9문서(z-1.46); 일반빈도낮음→장르부상
1776,月並み,つきなみ,-1.462,논설·행정,2.72,N1,논설·행정4회/4문서(z-1.46); 일반빈도낮음→장르부상
1777,弓,ゆみ,-1.475,문학,4.1,N1,문학4회/2문서(z-1.48)
1778,突く,つく,-1.475,문학,3.42,N1,문학23회/5문서(z-1.47) 논설·행정24회/12문서(z-1.63); 일반빈도낮음→장르부상
1779,打開,だかい,-1.476,논설·행정,3.33,N1,논설·행정43회/19문서(z-1.48); 일반빈도낮음→장르부상
1780,原,はら,-1.479,논설·행정,4.5,N1,논설·행정13회/3문서(z-1.48)
1781,例え,たとえ,-1.48,논설·행정,4.09,N1,논설·행정9회/5문서(z-1.48)
1782,玩具,がんぐ,-1.482,논설·행정,3.99,N1,논설·행정4회/3문서(z-1.48); 일반빈도낮음→장르부상
1783,勧め,すすめ,-1.483,논설·행정,4.43,N1,논설·행정11회/7문서(z-1.48)
1784,闇,やみ,-1.483,논설·행정,4.75,N1,논설·행정23회/13문서(z-1.48) 문학6회/5문서(z-2.28)
1785,助け,たすけ,-1.489,학술,4.75,N1,학술9회/7문서(z-1.49) 논설·행정19회/10문서(z-1.61)
1786,姓名,せいめい,-1.49,문학,3.08,N1,문학3회/2문서(z-1.49); 일반빈도낮음→장르부상
1787,幽霊,ゆうれい,-1.493,문학,4.11,N1,문학4회/2문서(z-1.49)
1788,諸,もろ,-1.494,논설·행정,4.24,N1,논설·행정7회/5문서(z-1.49)
1789,封,ふう,-1.498,문학,3.66,N1,문학6회/2문서(z-1.50) 법률3회/4문서(z-1.61); 일반빈도낮음→장르부상
1790,門,もん,-1.51,논설·행정,4.42,N1,논설·행정88회/19문서(z-1.51) 문학51회/6문서(z-1.72) 학술8회/7문서(z-2.59)
1791,円満,えんまん,-1.511,논설·행정,3.22,N1,논설·행정75회/11문서(z-1.51) 문학5회/3문서(z-3.33); 일반빈도낮음→장르부상
1792,月日,つきひ,-1.514,논설·행정,3.39,N1,논설·행정10회/9문서(z-1.51); 일반빈도낮음→장르부상
1793,救い,すくい,-1.519,논설·행정,4.11,N1,논설·행정5회/5문서(z-1.52)
1794,奴,やつ,-1.523,논설·행정,5.38,N1,논설·행정106회/19문서(z-1.52)
1795,女子,じょし,-1.529,논설·행정,5.31,N1,논설·행정78회/15문서(z-1.53) 학술18회/5문서(z-1.93) 법률14회/3문서(z-2.16) 문학5회/2문서(z-3.38)
1796,眼科,がんか,-1.531,논설·행정,3.48,N1,논설·행정12회/4문서(z-1.53); 일반빈도낮음→장르부상
1797,民俗,みんぞく,-1.532,학술,3.29,N1,학술16회/6문서(z-1.53) 논설·행정22회/2문서(z-1.94); 일반빈도낮음→장르부상
1798,再会,さいかい,-1.533,논설·행정,4.13,N1,논설·행정6회/5문서(z-1.53)
1799,技,わざ,-1.534,논설·행정,4.7,N1,논설·행정19회/8문서(z-1.53) 문학7회/2문서(z-2.08)
1800,未練,みれん,-1.535,문학,3.35,N1,문학7회/3문서(z-1.53); 일반빈도낮음→장르부상
1801,立体,りったい,-1.542,학술,4.1,N1,학술12회/6문서(z-1.54) 논설·행정19회/3문서(z-1.86)
1802,判,はん,-1.55,논설·행정,3.66,N1,논설·행정5회/5문서(z-1.55); 일반빈도낮음→장르부상
1803,逃亡,とうぼう,-1.55,논설·행정,4.13,N1,논설·행정5회/4문서(z-1.55)
1804,地獄,じごく,-1.556,논설·행정,4.69,N1,논설·행정18회/10문서(z-1.56)
1805,天国,てんごく,-1.557,논설·행정,4.28,N1,논설·행정7회/2문서(z-1.56)
1806,興奮,こうふん,-1.557,문학,4.66,N1,문학13회/2문서(z-1.56) 논설·행정6회/5문서(z-2.25)
1807,下火,したび,-1.571,논설·행정,2.93,N1,논설·행정13회/7문서(z-1.57); 일반빈도낮음→장르부상
1808,壮大,そうだい,-1.574,학술,3.84,N1,학술8회/7문서(z-1.57) 논설·행정11회/7문서(z-1.98); 일반빈도낮음→장르부상
1809,遠回り,とおまわり,-1.575,논설·행정,3.3,N1,논설·행정4회/4문서(z-1.57); 일반빈도낮음→장르부상
1810,採掘,さいくつ,-1.585,논설·행정,3.68,N1,논설·행정24회/8문서(z-1.58); 일반빈도낮음→장르부상
1811,気触れる,かぶれる,-1.6,문학,4.17,N1,문학4회/2문서(z-1.60)
1812,貝殻,かいがら,-1.601,문학,3.3,N1,문학3회/2문서(z-1.60); 일반빈도낮음→장르부상
1813,諦め,あきらめ,-1.617,논설·행정,4.62,N1,논설·행정14회/6문서(z-1.62)
1814,得点,とくてん,-1.619,논설·행정,4.2,N1,논설·행정9회/5문서(z-1.62)
1815,中和,なかわ,-1.626,학술,3.17,N1,학술7회/4문서(z-1.63) 논설·행정4회/3문서(z-2.62); 일반빈도낮음→장르부상
1816,弁解,べんかい,-1.626,문학,3.06,N1,문학10회/3문서(z-1.63) 논설·행정9회/8문서(z-1.86); 일반빈도낮음→장르부상
1817,動機,どうき,-1.646,학술,4.13,N1,학술64회/15문서(z-1.65) 논설·행정42회/14문서(z-2.55) 행정백서4회/4문서(z-3.65)
1818,本名,ほんみょう,-1.657,논설·행정,4.2,N1,논설·행정5회/3문서(z-1.66)
1819,勝利,しょうり,-1.669,논설·행정,4.83,N1,논설·행정21회/11문서(z-1.67) 학술4회/4문서(z-2.22)
1820,本能,ほんのう,-1.674,논설·행정,4.05,N1,논설·행정5회/3문서(z-1.67) 문학3회/2문서(z-1.88)
1821,学歴,がくれき,-1.695,행정백서,4.01,N1,행정백서47회/9문서(z-1.70) 논설·행정12회/6문서(z-3.33)
1822,計器,けいき,-1.696,논설·행정,3.11,N1,논설·행정6회/4문서(z-1.70); 일반빈도낮음→장르부상
1823,養護,ようご,-1.696,논설·행정,3.53,N1,논설·행정144회/15문서(z-1.70); 일반빈도낮음→장르부상
1824,碑,ひ,-1.697,논설·행정,3.59,N1,논설·행정16회/3문서(z-1.70) 학술3회/3문서(z-2.26); 일반빈도낮음→장르부상
1825,告白,こくはく,-1.703,문학,4.41,N1,문학6회/2문서(z-1.70) 논설·행정3회/3문서(z-2.33)
1826,徒歩,とほ,-1.703,논설·행정,4.51,N1,논설·행정12회/3문서(z-1.70)
1827,市,し,-1.709,논설·행정,5.67,N1,논설·행정4864회/24문서(z-1.71) 학술14회/9문서(z-5.36) 행정백서13회/4문서(z-5.43) 문학19회/4문서(z-5.65)
1828,肺,はい,-1.71,학술,3.93,N1,학술16회/3문서(z-1.71) 논설·행정10회/7문서(z-2.64); 일반빈도낮음→장르부상
1829,捕虜,ほりょ,-1.726,논설·행정,4.02,N1,논설·행정3회/3문서(z-1.73)
